STATcube

"Deceased (ABO Q)"
"Year under review and Todesursachen ICD/10 Version 2013 - 3-Steller - Verletzungen by Deceased"
"Counting: Deceased"

,"Counting","Deceased","Deceased - Annotations",
,"Stürzen, Legen oder Rennen vor oder in ein sich bewegendes Objekt, Umstände unbestimmt",-,"ABO",
,"Unfall eines Kraftfahrzeuges, Umstände unbestimmt",-,"ABO",
,"Sonstige näher bezeichnete Ereignisse, Umstände unbestimmt",-,"ABO",
,"Nicht näher bezeichnetes Ereignis, Umstände unbestimmt",-,"ABO",
,"Gesetzliche Maßnahme",-,,
,"Verletzungen durch Kriegshandlungen",-,,
,"Systemisch wirkende Antibiotika",-,,
,"Sonstige systemisch wirkende Antiinfektiva und Antiparasitika",-,,
,"Hormone, deren synthetische Ersatzstoffe und Antagonisten, anderenorts nicht klassifiziert",-,,
,"Primär systemisch wirkende Mittel",-,,
,"Primär auf das Blut wirkende Mittel",-,,
,"Analgetika, Antipyretika und Antiphlogistika",-,,
,"Antiepileptika und Antiparkinsonmittel",-,,
,"Sedativa, Hypnotika und Anxiolytika",-,,
,"Anästhetika und therapeutische Gase",-,,
,"Psychotrope Substanzen, anderenorts nicht klassifiziert",-,,
,"Stimulanzien des Zentralnervensystems, anderenorts nicht klassifiziert",-,,
,"Primär auf das autonome Nervensystem wirkende Arzneimittel",-,,
,"Primär auf das Herz-Kreislaufsystem wirkende Mittel",-,,
,"Primär auf den Magen-Darmtrakt wirkende Mittel",-,,
,"Primär auf den Wasserhaushalt sowie auf den Mineral- und Harnsäurestoffwechsel wirkende Mittel",-,,
,"Primär auf die glatte Muskulatur, die Skelettmuskulatur und das Atmungssystem wirkende Mittel",-,,
,"Primär auf Haut und Schleimhaut wirkende sowie in der Augen-, der Hals-Nasen-Ohren- und der Zahnheilkunde topisch angewendete Arzneimittel",-,,
,"Sonstige und nicht näher bezeichnete Arzneimittel oder Drogen",-,"ABO",
,"Bakterielle Impfstoffe",-,,
,"Sonstige und nicht näher bezeichnete Impfstoffe und biologisch aktive Substanzen",-,,
,"Versehentliche(r) Schnitt, Punktion, Perforation oder Blutung bei chirurgischem Eingriff und medizinischer Behandlung",-,"ABO",
,"Fremdkörper, versehentlich bei chirurgischem Eingriff oder bei medizinischer Behandlung im Körper zurückgeblieben",-,,
,"Unzulängliche aseptische Kautelen bei chirurgischem Eingriff und medizinischer Behandlung",-,,
,"Dosierungsfehler bei chirurgischem Eingriff und medizinischer Behandlung",-,,
,"Kontaminierte medizinisch oder biologisch aktive Substanzen",-,"ABO",
,"Sonstige Zwischenfälle bei chirurgischem Eingriff und medizinischer Behandlung",-,"ABO",
,"Unterlassener chirurgischer Eingriff und unterlassene medizinische Behandlung (einschließlich vorzeitigen Abbruchs)",-,,
,"Nicht näher bezeichnete Zwischenfälle bei chirurgischem Eingriff und medizinischer Behandlung",-,"ABO",
,"Zur Anästhesie benutzte medizintechnische Geräte und Produkte im Zusammenhang mit Zwischenfällen",-,,
,"Zur Herz-Kreislauf-Behandlung benutzte medizintechnische Geräte und Produkte im Zusammenhang mit Zwischenfällen",-,"ABO",
,"Zur otorhinolaryngologischen Behandlung benutzte medizintechnische Geräte und Produkte im Zusammenhang mit Zwischenfällen",-,,
,"Zur gastroenterologischen oder urologischen Behandlung benutzte medizintechnische Geräte und Produkte im Zusammenhang mit Zwischenfällen",-,"ABO",
,"Im Allgemeinkrankenhaus [Spital] oder zur Selbstanwendung benutzte medizintechnische Geräte und Produkte im Zusammenhang mit Zwischenfällen",-,,
,"Zur neurologischen Behandlung benutzte medizintechnische Geräte und Produkte im Zusammenhang mit Zwischenfällen",-,,
,"Zur geburtshilflichen und gynäkologischen Behandlung benutzte medizintechnische Geräte und Produkte im Zusammenhang mit Zwischenfällen",-,,
,"Zur ophthalmologischen Behandlung benutzte medizintechnische Geräte und Produkte im Zusammenhang mit Zwischenfällen",-,,
,"Zur radiologischen Behandlung benutzte medizintechnische Geräte und Produkte im Zusammenhang mit Zwischenfällen",-,,
,"Zur orthopädischen Behandlung benutzte medizintechnische Geräte und Produkte im Zusammenhang mit Zwischenfällen",-,"ABO",
,"Zur physiotherapeutischen Behandlung benutzte medizintechnische Geräte und Produkte im Zusammenhang mit Zwischenfällen",-,,
,"In der allgemeinen und plastischen Chirurgie benutzte medizintechnische Geräte und Produkte im Zusammenhang mit Zwischenfällen",-,,
,"Sonstige und nicht näher bezeichnete medizintechnische Geräte und Produkte im Zusammenhang mit Zwischenfällen",-,,
,"Chirurgischer Eingriff und sonstige chirurgische Maßnahmen als Ursache einer abnormen Reaktion eines Patienten oder einer späteren Komplikation, ohne Angabe eines Zwischenfalls zum Zeitpunkt der Durchführung der Maßnahme",-,"ABO",
,"Sonstige medizinische Maßnahmen als Ursache einer abnormen Reaktion eines Patienten oder einer späteren Komplikation, ohne Angabe eines Zwischenfalls zum Zeitpunkt der Durchführung der Maßnahme",-,"ABO",
,"Folgezustände nach Transportmittelunfällen",-,"ABO",
,"Folgezustände nach sonstigen Unfällen",-,"ABO",
,"Folgezustände nach vorsätzlicher Selbstbeschädigung, tätlichem Angriff oder einem Ereignis, dessen nähere Umstände unbestimmt sind",-,"ABO",
,"Folgezustände von chirurgischem Eingriff und medizinischer Behandlung als äußere Ursache",-,"ABO",
,"Folgezustände nach sonstigen äußeren Ursachen",-,"ABO",


Symbol,Description
"ABO","Data available by subscription (Order here: https://www.statistik.at/web_en/forms/publications_services/database_sdb/)"
"Q","STATcube – Statistical Database of STATISTICS AUSTRIA"
"Deceased","-) Important note The classifications ""Residential district (province)"" and ""Sex"" can be combined with only ONE variable out of the group ""classifications - A"". Classifications of the group ""classifications - A"" can not be combined among each other. The variables in the group ""classifications - B"" can only be combined with the mandatory field time. .) Origin of data and legal foundations Data on deaths are based on the reports of the Austrian registrar's offices, which since 1.November 2014 are transmitted continously by the Central Civil Status Register. Until 2008 statistics covered all deaths of Austrian residents occurring in Austria. Since reporting year 2009 data also include deaths of main residents dying abroad. Regional assignment of the results is according to the last place of residence of the deceased person. Legal basis is the Civil Status Law. Other Metadata: http://www.statistik.at/web_en/statistics/population/deaths/index.html .) Updating http://www.statistik.at/web_de/ueber_uns/veroeffentlichungskalender/index.html Latest change of cube [2020-09-17] On principle, the final data of a reporting year are stored in the database when publication takes place during May/June of the subsequent year. .) Documentation Directorate Social Statistics - Vital Events Mrs. Anita Mikulasek phone: +43 (1) 71128 - 7275 Anita.Mikulasek@statistik.gv.at Directorate Social Statistics - Causes of death Mag. Barbara Leitner phone: +43 (1) 71128 - 7262 Barbara.Leitner@statistik.gv.at"


(c) Copyright Statistics Austria
